anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
1172,Slayers Try,UNKNOWN,スレイヤーズ TRY,7.81,"Adventure, Comedy, Fantasy","For nearly a millennium, demons have imposed a magical barrier that has impeded the people trapped within it from reaching the outside world. Now that it is broken, several kingdoms seek to explore the lands that were once beyond their grasp. To this end, they establish a peace delegation to make contact with the inhabitants of the new world.

Meanwhile, the young sorceress Lina Inverse receives a message from a mysterious woman named Filia ul Copt. When they meet, Filia expresses interest in hiring Lina and her friends, having heard of their great deeds, for a certain task that will take them to the outside realm. Despite that, Filia feels the need to put their strength to the test and pits them against a dragon in the middle of the city! After proving themselves, the sorceress and her fellow adventurers set off for the unexplored lands, where many adventures and a worrying prophecy await them.",TV,26.0,"Apr 4, 1997 to Sep 26, 1997",spring 1997,Finished Airing,SoftX,"Funimation, Central Park Media",E&G Films,Light novel,23 min per ep,PG-13 - Teens 13 or older,894.0,2804,221,29128.0,53576,https://cdn.myanimelist.net/images/anime/10/50875.jpg
1174,Munto,Munto,MUNTO [ムント],6.77,"Fantasy, Romance","Above Earth, invisible to humans, float the Heavens—a collection of floating island kingdoms supported by the magic of their godlike inhabitants. The mysterious power source known as Akuto enables this magic to exist, but this is quickly running out. In response to this energy crisis, most of the kingdoms in the Heavens agree to use the minimum amount of Akuto required to sustain themselves, except for the Magical Kingdom. The leader of this kingdom, the Magical King Munto, believes that Akuto can be replenished if he travels to Earth and meets a mysterious girl shown to him by a seer. While Munto sets off on the dangerous journey, the other kingdoms attempt to destroy the Magical Kingdom and acquire the remaining Akuto for themselves.

On Earth, Yumemi Hidaka is dealing with her own problems. She can see floating islands in the sky that nobody else can. While her best friend Ichiko Ono believes her, Yumemi wonders if she is going insane. When Munto suddenly appears before her, Yumemi dismisses him as a mere delusion. She is more concerned about her 13-year-old friend Suzume Imamura, who is attempting to elope with her delinquent boyfriend. As the Magical Kingdom nears the point where it will fall from the sky, Munto's quest to save both the Heavens and Earth grows increasingly desperate.",OVA,1.0,"Mar 18, 2003",UNKNOWN,Finished Airing,UNKNOWN,Central Park Media,Kyoto Animation,Original,54 min,PG-13 - Teens 13 or older,5004.0,4577,47,7541.0,19973,https://cdn.myanimelist.net/images/anime/1134/114560.jpg
1175,Metal Fighter Miku,Metal Fighter Miku,メタルファイター・MIKU,6.44,"Comedy, Sci-Fi, Sports","In the near future, the sports world is dominated by Neo Wrestling, a new spectacle in which Metal Fighters challenge each other to be named champion. 

The story follows the girls of the Pretty Four; Miku, Ginko, Sayaka, and Nana, as they face off against the current champions, Team Sapphire. With a burnt out drunk named Eiichi Suo for a coach the girls must not only contend with problems in the arena but also unforseen circumstances that arise in day to day life. Only through protecting their friends, understanding their enemies, and eventually challenging their idol Aquamarine, can Miku and the girls understand Eiichi's purpose and the shady secrets behind Neo Wrestling.

(Source: ANN)",TV,13.0,"Jul 8, 1994 to Sep 30, 1994",summer 1994,Finished Airing,"Victor Entertainment, Studio Jack","Media Blasters, Central Park Media",J.C.Staff,Original,25 min per ep,PG-13 - Teens 13 or older,6679.0,8306,17,1243.0,4562,https://cdn.myanimelist.net/images/anime/1160/97198.jpg
1176,Unkai no Meikyuu Zeguy,Mask of Zeguy,雲界の迷宮ZEGUY,5.66,"Action, Adventure, Fantasy","Mysterious warriors appear to blast Miki into another dimension! She flees her captors only to find herself trapped in a world of monsters and madmen who plot the downfall of Earth. 
The only power that can possible save her (and the world) is that of the mysterious Mask of Zeguy. Miki must embark on a life-or-death quest for this talisman, with the villains who kidnapped in hot pursuit! 

(Source: AniDB)",OVA,2.0,"Mar 21, 1993 to May 21, 1993",UNKNOWN,Finished Airing,UNKNOWN,Central Park Media,KSS,Original,36 min per ep,R - 17+ (violence & profanity),10215.0,10372,0,700.0,2200,https://cdn.myanimelist.net/images/anime/2/6215.jpg
1177,Alien 9,UNKNOWN,エイリアン9,6.71,"Horror, Sci-Fi","Soon after entering middle school, Yuri Otani is coerced into joining the ""Alien Party,"" a single-minded group with one goal: capture any alien attempting to enter school grounds. Terrified of aliens her entire life, Otani is anything but thrilled, and to make matters worse, her kit includes a ""Borg""—an alien-like creature tasked with ensuring her safety. Despite this, she finds solace in her two partners: the independent and reliable Kumi Kawamura, and the smart and energetic Kasumi Tomine.

As the Alien Party works to fend off extraterrestrial threats, will their roller blades and lacrosse sticks be enough to overcome the dire challenges ahead, or will they succumb to fear and suffer the grim consequences of defeat?",OVA,4.0,"Jun 25, 2001 to Feb 25, 2002",UNKNOWN,Finished Airing,"Bandai Visual, Genco, MediaNet, AT-X, Nippon Columbia",Central Park Media,J.C.Staff,Manga,28 min per ep,R - 17+ (violence & profanity),5270.0,3436,471,15613.0,36991,https://cdn.myanimelist.net/images/anime/7/2607.jpg
1178,Detonator Orgun,Detonator Orgun,デトネイター・オーガン,6.36,"Action, Sci-Fi","Fleeing from his own race, Orgun—an alien being with superhuman abilities and unearthly weapons—travels to Earth to find an answer to his origin. There, he bonds with a young man named Tomoru to defend Earth against the Evoluders, who seek nothing but destruction of other civilizations.

(Source: ANN)",OVA,3.0,"Aug 25, 1991 to Apr 25, 1992",UNKNOWN,Finished Airing,Darts,Central Park Media,"AIC, Artmic",Original,52 min per ep,R+ - Mild Nudity,7065.0,7308,16,2523.0,6252,https://cdn.myanimelist.net/images/anime/1172/92855.jpg
1179,Gakuen Senki Muryou,Shingu: Secret of the Stellar Wars,学園戦記ムリョウ,7.0,"Action, Adventure, Sci-Fi, Supernatural","The world is about to be turned upside down for Hajime Murata. First, a strange alien ship appears over Tokyo, and then a mysterious new transfer student arrives at his school wearing an ancient school uniform. His name is Muryou, and with his arrival, everything begins to change. Students suddenly begin to display amazing psychic powers, a giant white guardian keeps appearing in the skies over the city to fight off gigantic alien creatures, and men with threatening weapons are haunting the shadows of the school grounds.

With all these strange events taking place around him, Hajime is determined to figure out the truth about a world he thought he already knew. This is his story: a tale of aliens and humans, starships and spies, and friends who are often more than they appear. Join Hajime as he uncovers the mystery of Shingu: Secret of the Stellar Wars!

(Source: RightStuf)",TV,26.0,"May 8, 2001 to Dec 4, 2001",spring 2001,Finished Airing,Starchild Records,Nozomi Entertainment,Madhouse,Original,25 min per ep,PG-13 - Teens 13 or older,4008.0,6886,24,1895.0,7238,https://cdn.myanimelist.net/images/anime/10/75379.jpg
1180,Hyper Police,UNKNOWN,はいぱーぽりす,7.07,"Action, Comedy, Romance, Sci-Fi","Sasahara Natsuki is a poor bounty hunter in a world where monsters and humans live together. Most of her cases involve monsters infringing upon the rights of humans, who are protected by law from their generally more powerful neighbors. Being half-human and half cat-beast, Natsuki straddles the two societies and tries to understand and respect both while enforcing the law. She is assisted by a werewolf named Batanen who is afraid to admit he loves her; another werewolf named Tommy; and a Kyubi fox demon named Sakura who has her own plans--which include eating Natsuki to complete her her nine tails and thereby her magical powers. 

(Source: ANN)",TV,25.0,"Apr 4, 1997 to Sep 26, 1997",spring 1997,Finished Airing,"Kadokawa Shoten, Marubeni, Nippon Columbia",UNKNOWN,Pierrot,Manga,24 min per ep,R - 17+ (violence & profanity),3663.0,5852,46,3077.0,10793,https://cdn.myanimelist.net/images/anime/1401/119360.jpg
1181,Hikyou Tanken Fam & Ihrlie,Ruin Explorers Fam & Ihrie,秘境探検 ファム＆イーリー,6.66,"Action, Adventure, Comedy, Fantasy","Fam and Ihrie are willing to do almost anything to make a buck. So when these debt-driven damsels discover the potential profits to be hand in recovering a particularly dangerous mystical object, it means mortal peril for an entire civilization.

There's no guarantee that they'll live long enough to squander the fabulous wealth they've been promised, and danger lurks around every turn as they cross dark seas in pursuit of legendary evil. Haunted by an unspeakable curse, plagued by doomsday prophecies, plotted against by untrustworthy traveling companions and looked in desperate race to gain the Ultimate Power, Fam and Ihrie are the Ruin Explorers!

(Source: AniDB)",OVA,4.0,"Jun 25, 1995 to Feb 25, 1996",UNKNOWN,Finished Airing,"Bandai Visual, animate Film, Movic, Nippon Columbia","ADV Films, Maiden Japan",Ajia-do,Manga,29 min per ep,R+ - Mild Nudity,5527.0,6339,13,3485.0,8938,https://cdn.myanimelist.net/images/anime/1775/92278.jpg
1182,Shamanic Princess,UNKNOWN,シャーマニックプリンセス,6.63,"Action, Fantasy, Romance","From the Guardian World, home of mages, Tiara has been sent on a mission: recover the stolen Throne of Yord, the most powerful magic artifact of all. But Tiara finds herself in a dilemma—the Throne has been taken by her former lover, and there is more to the situation than meets the eye... 

(Source: ANN)",OVA,6.0,"Jun 25, 1996 to Jun 25, 1998",UNKNOWN,Finished Airing,"Bandai Visual, animate Film, Movic","Media Blasters, Central Park Media",Triangle Staff,Original,30 min per ep,PG-13 - Teens 13 or older,5704.0,5529,51,4526.0,12434,https://cdn.myanimelist.net/images/anime/1408/94311.jpg
1183,Variable Geo,Variable Geo,ヴァリアブル・ジオ,5.56,Ecchi,"The special of the day is Variable Geo-a brutal battle between waitresses who serve up generous portions of energy blasts and vicious side orders of murderous martial artistry.

For buffed beauties who make below-minimum wages, VG is the perfect way to make some fast cash. The victorious walk away with millions, and the defeated lose everything (namely, all their clothes).

But this high-stakes sport has dark forces and dubious practices behind the fun and games. Lethal injections make steroids seem like vitamins. Instead of team prayer, there's demonic possession. Athletic sponsors are malevolent corporations with a more frightening agenda than increased market share. It's all just part of the game.

(Source: AniDB)",OVA,3.0,"Nov 29, 1996 to Jun 27, 1997",UNKNOWN,Finished Airing,KSS,ADV Films,Chaos Project,Game,27 min per ep,R+ - Mild Nudity,10581.0,7924,8,1801.0,5137,https://cdn.myanimelist.net/images/anime/6/20912.jpg
1184,Lost Universe,UNKNOWN,ロスト・ユニバース,7.03,"Adventure, Comedy, Drama, Sci-Fi","Millie Nocturne has one great goal in life: to be the best in the universe - at absolutely everything! But when she tries her hand at being the ""best detective,"" she ends up an unwilling partner with two people who will change her life forever: Kane Blueriver, the psi-blade-wielding master of the starship Swordbreaker, and Canal, the smart-mouthed holographic image of the ship's computer.

Join this unlikely trio on their adventures as they hurtle through space facing off against intergalactic crime lords, rogue starships, and hijackers dressed as chickens... and that's just the tip of the asteroid! 

(Source: RightStuf)",TV,26.0,"Apr 3, 1998 to Sep 25, 1998",spring 1998,Finished Airing,"SoftX, Studio Tulip","ADV Films, Nozomi Entertainment",E&G Films,Light novel,22 min per ep,PG-13 - Teens 13 or older,3833.0,4938,53,6643.0,16644,https://cdn.myanimelist.net/images/anime/3/20409.jpg
1185,Battle Athletess Daiundoukai,Battle Athletes,バトルアスリーテス大運動会,6.44,"Comedy, Sci-Fi, Sports, Ecchi","It is the year 4999 - mankind has long abandoned war in favor of intergalactic competition through athletic events. One of which is an all-female contest for the coveted ""Cosmo Beauty"" title. Akari Kanzaki has just entered the University Satellite in hopes of becoming the latest Cosmic Beauty - a title held by her mother long ago. On her first few days in the university, she meets new friends, encounters fierce rivals, and struggles to become the best of all the Battle Athletes. 

(Source: ANN)",OVA,6.0,"May 25, 1997 to Jun 25, 1998",UNKNOWN,Finished Airing,"TV Tokyo, Genco, Pioneer LDC","Discotek Media, Geneon Entertainment USA",AIC,Original,32 min per ep,PG-13 - Teens 13 or older,6657.0,7498,6,2169.0,5844,https://cdn.myanimelist.net/images/anime/5/83761.jpg
1186,Battle Athletess Daiundoukai (TV),Battle Athletes Victory,バトルアスリーテス大運動会,6.91,"Adventure, Sci-Fi, Sports","Akari Kanzaki has just joined an all-girls academy in hopes of entering the University Satellite, an elite sports training facility. She wants to win the title of Cosmo Beauty - a title held years ago by her mother. It's not an easy task for her as fear, doubt and peer pressure get in her way, but friends, rivals and fans slowly encourage her to overcome her obstacles and become the best of the Battle Athletes. 

(Source: ANN)",TV,26.0,"Oct 3, 1997 to Mar 27, 1998",fall 1997,Finished Airing,"TV Tokyo, Genco, Pioneer LDC","Discotek Media, Geneon Entertainment USA",AIC,Original,22 min per ep,PG - Children,4364.0,6232,33,3299.0,9290,https://cdn.myanimelist.net/images/anime/1203/117431.jpg
